Order Number,Order Date,Year,Month,Month Number,Day of Week,Day Type,Season,Customer ID,Customer Name,Age Group,Gender,City,State,Membership Tier,Mall Name,Store Name,Product Category,Floor Level,Items Purchased,Unit Price ($),Subtotal ($),Discount (%),Discount Amount ($),Tax Rate (%),Tax Amount ($),Total Amount ($),Payment Method,Promo Used,Promo Code,Visit Purpose,Visit Duration (mins),Parking Type,Satisfaction Score,Returned Item,Return Reason,Online Review Posted,Loyalty Points Earned
ORD-2022-01969,12/24/2024,2024,December,12,Tuesday,Weekday,Winter,CUST67910,Andrew Carter,35-44,Male,Philadelphia,PA,Silver,Southshore Pavilion,Bath & Body Works,Beauty,2nd,6,190.29,1141.74,25,285.44,5.66,48.47,904.77,Debit Card,Yes,PROMO987,Window Shopping,147,Paid,2,Yes,,No,1779
ORD-2023-01970,12/17/2022,2022,December,12,Saturday,Weekend,Winter,CUST32600,Emily Rivera,25-34,Female,Philadelphia,PA,Bronze,The Royal Galleria,Skechers,Sports,1st,6,348.05,2088.3,0,0,10.24,213.84,2302.14,Cash,No,,Entertainment,96,Paid,5,Yes,Wrong size,No,9406
ORD-2024-01971,8/3/2023,2023,August,8,Thursday,Weekday,Summer,CUST27537,Mark Gonzalez,25-34,Female,Columbus,OH,Silver,Northpark Mall,Hallmark,Books & Gifts,3rd,1,81.16,81.16,0,0,6.8,5.52,86.68,Credit Card,Yes,PROMO746,Dining,149,Free,5,Yes,Wrong item,No,181
ORD-2022-01972,1/5/2022,2022,January,1,Wednesday,Weekday,Winter,CUST62177,Edward White,25-34,Male,Houston,TX,Bronze,Pinnacle Plaza,Cheesecake Factory,Food & Beverage,2nd,12,204.71,2456.52,0,0,10.63,261.13,2717.65,Buy Now Pay Later,Yes,PROMO838,Window Shopping,24,Free,5,No,,No,13116
ORD-2023-01973,7/15/2022,2022,July,7,Friday,Weekday,Summer,CUST57953,Anthony Allen,25-34,Male,Austin,TX,Bronze,Pinnacle Plaza,Dave & Busters,Entertainment,2nd,12,373.5,4482,15,672.3,8.75,333.35,4143.05,Debit Card,No,,Window Shopping,28,Free,4,No,,No,6691
ORD-2024-01974,10/17/2023,2023,October,10,Tuesday,Weekday,Fall,CUST25194,Betty Jones,55-64,Prefer not to say,Fort Worth,TX,Diamond,Westfield Grand,Pottery Barn,Home & Living,1st,10,13.42,134.2,0,0,9.59,12.87,147.07,Gift Card,Yes,PROMO152,Dining,136,Free,4,No,,No,477
ORD-2022-01975,4/7/2023,2023,April,4,Friday,Weekday,Spring,CUST76731,Betty Thomas,35-44,Non-binary,Philadelphia,PA,Silver,Summit Crossing,Puma,Sports,3rd,9,36.34,327.06,20,65.41,8.9,23.29,284.94,Debit Card,No,,Gift Buying,159,Free,5,No,,No,1101
ORD-2023-01976,2/19/2023,2023,February,2,Sunday,Weekend,Winter,CUST63222,Deborah Rodriguez,45-54,Female,San Jose,CA,Gold,Lakewood Center,Disney Store,Kids,3rd,1,291.11,291.11,0,0,7.13,20.76,311.87,Mobile Pay,Yes,PROMO522,Entertainment,21,Free,3,No,,No,955
ORD-2024-01977,3/21/2022,2022,March,3,Monday,Weekday,Spring,CUST75121,Betty Nguyen,35-44,Female,Charlotte,NC,Platinum,Northpark Mall,Kay Jewelers,Jewelry,3rd,12,357.32,4287.84,0,0,6.41,274.85,4562.69,Cash,Yes,PROMO165,Dining,25,Paid,4,Yes,Wrong item,No,20122
ORD-2022-01978,5/20/2023,2023,May,5,Saturday,Weekend,Spring,CUST98035,Jennifer Carter,25-34,Female,San Jose,CA,Platinum,Summit Crossing,Swarovski,Jewelry,Food Court,2,423.34,846.68,30,254,6.03,35.74,628.42,Credit Card,Yes,PROMO261,Dining,155,Paid,4,No,,No,2539
ORD-2023-01979,9/27/2022,2022,September,9,Tuesday,Weekday,Fall,CUST87938,Barbara Taylor,45-54,Male,Chicago,IL,Bronze,The Royal Galleria,Bath & Body Works,Beauty,2nd,5,123.73,618.65,0,0,9.84,60.88,679.53,Buy Now Pay Later,No,,Shopping,18,Free,1,No,,No,1117
ORD-2024-01980,9/27/2024,2024,September,9,Friday,Weekday,Fall,CUST31207,Joseph Carter,45-54,Female,Philadelphia,PA,Gold,Pinnacle Plaza,Barnes & Noble,Books & Gifts,Ground,7,62.7,438.9,25,109.72,11.98,39.44,368.62,Debit Card,Yes,PROMO852,Gift Buying,86,Free,5,No,,No,1500
ORD-2022-01981,7/19/2024,2024,July,7,Friday,Weekday,Summer,CUST46054,Anthony Jones,45-54,Male,Houston,TX,Bronze,Summit Crossing,Virtual Reality Zone,Entertainment,1st,4,5.13,20.52,10,2.05,9.18,1.7,20.17,Mobile Pay,No,,Dining,75,Paid,4,No,,No,58
ORD-2023-01982,9/30/2024,2024,September,9,Monday,Weekday,Fall,CUST52107,Barbara Jackson,25-34,Male,San Jose,CA,Platinum,Blue Harbor Center,Under Armour,Sports,Ground,11,274.88,3023.68,10,302.37,8.15,221.79,2943.1,Mobile Pay,No,,Dining,154,Free,5,No,,No,4899
ORD-2024-01983,11/25/2022,2022,November,11,Friday,Weekday,Fall,CUST35801,Edward Garcia,45-54,Prefer not to say,Dallas,TX,Silver,Pinnacle Plaza,Build-A-Bear,Kids,3rd,6,92.42,554.52,0,0,7.36,40.81,595.33,Credit Card,No,,Window Shopping,52,Valet,4,Yes,,No,2684
ORD-2022-01984,9/5/2023,2023,September,9,Tuesday,Weekday,Fall,CUST87366,William Lopez,55-64,Female,Philadelphia,PA,Diamond,The Royal Galleria,Best Buy,Electronics,1st,5,406.43,2032.15,5,101.61,9.73,187.84,2118.38,Gift Card,No,,Leisure,225,Paid,4,No,,No,4487
ORD-2023-01985,1/23/2023,2023,January,1,Monday,Weekday,Winter,CUST35788,Linda Thompson,35-44,Male,Phoenix,AZ,Platinum,Lakewood Center,New Balance,Sports,2nd,9,410.4,3693.6,15,554.04,11.5,361.05,3500.61,Debit Card,No,,Dining,198,Paid,4,No,,No,14795
ORD-2024-01986,3/8/2022,2022,March,3,Tuesday,Weekday,Spring,CUST84761,Steven White,35-44,Female,Dallas,TX,Silver,Summit Crossing,Things Remembered,Books & Gifts,3rd,9,351.16,3160.44,0,0,10.66,336.9,3497.34,Mobile Pay,Yes,PROMO105,Dining,72,Paid,3,No,,No,4477
ORD-2022-01987,10/27/2024,2024,October,10,Sunday,Weekend,Fall,CUST92589,Sandra Campbell,55-64,Female,Phoenix,AZ,Platinum,Lakewood Center,The Body Shop,Beauty,2nd,3,372.86,1118.58,0,0,8.83,98.77,1217.35,Buy Now Pay Later,No,,Entertainment,180,Paid,4,No,,No,1896
ORD-2023-01988,1/2/2022,2022,January,1,Sunday,Weekend,Winter,CUST93249,Amanda White,35-44,Female,Austin,TX,Gold,Blue Harbor Center,Shake Shack,Food & Beverage,Ground,5,446.69,2233.45,0,0,5.77,128.87,2362.32,Buy Now Pay Later,No,,Shopping,207,Valet,5,No,,No,8596
ORD-2024-01989,11/5/2024,2024,November,11,Tuesday,Weekday,Fall,CUST84504,Deborah Lee,25-34,Prefer not to say,New York,NY,Silver,The Royal Galleria,Tommy Hilfiger,Fashion,Ground,8,22.52,180.16,0,0,10.75,19.37,199.53,Debit Card,No,,Entertainment,230,Free,5,No,,Yes,779
ORD-2022-01990,5/18/2022,2022,May,5,Wednesday,Weekday,Spring,CUST97261,Patricia Hall,35-44,Female,Columbus,OH,Diamond,The Royal Galleria,MAC Cosmetics,Beauty,Ground,4,241.84,967.36,5,48.37,11.23,103.2,1022.19,Buy Now Pay Later,No,,Entertainment,63,Free,5,Yes,Wrong size,No,4744
ORD-2023-01991,1/18/2024,2024,January,1,Thursday,Weekday,Winter,CUST57638,Elizabeth Hernandez,18-24,Prefer not to say,Jacksonville,FL,Bronze,Sunrise Mall,New Balance,Sports,2nd,7,141.44,990.08,5,49.5,8.07,75.9,1016.48,Mobile Pay,No,,Shopping,126,Paid,4,No,,No,4550
ORD-2024-01992,3/3/2022,2022,March,3,Thursday,Weekday,Spring,CUST19068,Robert Campbell,45-54,Male,Jacksonville,FL,Gold,Sunrise Mall,Virtual Reality Zone,Entertainment,1st,2,71.93,143.86,30,43.16,11.79,11.87,112.57,Gift Card,No,,Shopping,110,Paid,4,No,,Yes,435
ORD-2022-01993,6/9/2023,2023,June,6,Friday,Weekday,Summer,CUST18091,Stephanie Campbell,18-24,Male,Austin,TX,Silver,Westfield Grand,Barnes & Noble,Books & Gifts,Ground,12,100.21,1202.52,0,0,10.88,130.83,1333.35,Cash,No,,Gift Buying,59,Valet,5,No,,Yes,6070
ORD-2023-01994,7/27/2024,2024,July,7,Saturday,Weekend,Summer,CUST58558,Mary Thompson,25-34,Non-binary,Los Angeles,CA,Platinum,Pinnacle Plaza,Mango,Fashion,Ground,4,48.64,194.56,15,29.18,8.59,14.21,179.59,Gift Card,No,,Entertainment,24,Paid,4,Yes,Wrong item,No,369
ORD-2024-01995,11/12/2023,2023,November,11,Sunday,Weekend,Fall,CUST27247,Linda Moore,18-24,Male,Philadelphia,PA,Diamond,Southshore Pavilion,Pandora,Jewelry,3rd,8,30.62,244.96,0,0,7.4,18.13,263.09,Debit Card,Yes,PROMO181,Gift Buying,114,Free,3,No,,No,758
ORD-2022-01996,1/28/2024,2024,January,1,Sunday,Weekend,Winter,CUST23767,Robert Sanchez,18-24,Male,Los Angeles,CA,Gold,The Royal Galleria,Hallmark,Books & Gifts,3rd,7,481.93,3373.51,0,0,6.78,228.72,3602.23,Buy Now Pay Later,Yes,PROMO815,Window Shopping,62,Free,5,No,,Yes,6295
ORD-2023-01997,3/7/2022,2022,March,3,Monday,Weekday,Spring,CUST33173,Edward Mitchell,55-64,Female,Columbus,OH,Silver,Summit Crossing,Gymboree,Kids,Ground,1,276.65,276.65,5,13.83,10.54,27.7,290.52,Buy Now Pay Later,No,,Gift Buying,124,Free,5,No,,No,1071
ORD-2024-01998,5/2/2023,2023,May,5,Tuesday,Weekday,Spring,CUST87998,Patricia Johnson,55-64,Female,Fort Worth,TX,Gold,The Royal Galleria,Samsung,Electronics,1st,9,61.56,554.04,20,110.81,11.03,48.89,492.12,Mobile Pay,No,,Leisure,43,Paid,5,No,,No,1372
ORD-2022-01999,11/18/2023,2023,November,11,Saturday,Weekend,Fall,CUST93351,Matthew Taylor,35-44,Female,Chicago,IL,Bronze,Southshore Pavilion,Things Remembered,Books & Gifts,3rd,12,168.73,2024.76,0,0,7.84,158.74,2183.5,Cash,No,,Leisure,59,Paid,4,No,,No,9993
ORD-2023-02000,3/18/2022,2022,March,3,Friday,Weekday,Spring,CUST27782,Kevin Campbell,45-54,Male,San Jose,CA,Gold,Blue Harbor Center,IKEA,Home & Living,Ground,8,78.46,627.68,0,0,5.13,32.2,659.88,Mobile Pay,No,,Window Shopping,135,Paid,4,No,,No,667
ORD-2024-02001,4/21/2022,2022,April,4,Thursday,Weekday,Spring,CUST38702,Matthew Garcia,55-64,Female,Austin,TX,Bronze,Pinnacle Plaza,Justice,Kids,Ground,2,496.72,993.44,10,99.34,6.25,55.88,949.98,Gift Card,Yes,PROMO827,Dining,186,Free,3,No,,No,4089
ORD-2022-02002,10/29/2023,2023,October,10,Sunday,Weekend,Fall,CUST99388,Betty Brown,35-44,Female,Austin,TX,Gold,Eastgate Mall,Best Buy,Electronics,2nd,7,475.8,3330.6,5,166.53,5.77,182.57,3346.64,Credit Card,No,,Shopping,156,Free,4,No,,No,16011
ORD-2023-02003,3/20/2023,2023,March,3,Monday,Weekday,Spring,CUST38644,Joseph Wilson,25-34,Female,San Antonio,TX,Platinum,Northpark Mall,Pandora,Jewelry,2nd,10,325.84,3258.4,5,162.92,7.74,239.59,3335.07,Buy Now Pay Later,No,,Window Shopping,179,Free,5,No,,No,11987
ORD-2024-02004,4/20/2022,2022,April,4,Wednesday,Weekday,Spring,CUST34486,Kevin Flores,25-34,Male,San Antonio,TX,Silver,Westfield Grand,Build-A-Bear,Kids,3rd,12,356.3,4275.6,20,855.12,10.81,369.75,3790.23,Cash,Yes,PROMO687,Entertainment,125,Paid,5,No,,No,7751
ORD-2022-02005,2/1/2024,2024,February,2,Thursday,Weekday,Winter,CUST89956,Ronald Nguyen,18-24,Non-binary,Austin,TX,Diamond,Southshore Pavilion,Forever 21,Fashion,Ground,8,202.47,1619.76,10,161.98,10.34,150.73,1608.51,Gift Card,No,,Shopping,204,Free,5,No,,No,1700
ORD-2023-02006,7/10/2024,2024,July,7,Wednesday,Weekday,Summer,CUST25584,George Garcia,35-44,Female,Columbus,OH,Platinum,Southshore Pavilion,Cinnabon,Entertainment,1st,7,222.25,1555.75,5,77.79,11.78,174.1,1652.06,Buy Now Pay Later,No,,Shopping,86,Paid,3,No,,Yes,4597
ORD-2024-02007,9/28/2022,2022,September,9,Wednesday,Weekday,Fall,CUST83262,Andrew Thomas,18-24,Male,Jacksonville,FL,Silver,Westfield Grand,Shake Shack,Food & Beverage,3rd,4,473.68,1894.72,0,0,7.97,151.01,2045.73,Cash,No,,Gift Buying,124,Paid,4,No,,No,4705
ORD-2022-02008,6/14/2023,2023,June,6,Wednesday,Weekday,Summer,CUST10136,David Young,25-34,Female,San Jose,CA,Silver,Pinnacle Plaza,Cinnabon,Entertainment,Ground,3,33.08,99.24,10,9.92,10.34,9.24,98.56,Buy Now Pay Later,Yes,PROMO355,Shopping,68,Paid,4,Yes,Wrong size,No,158
ORD-2023-02009,4/9/2024,2024,April,4,Tuesday,Weekday,Spring,CUST55547,Kenneth Robinson,35-44,Female,New York,NY,Silver,Southshore Pavilion,Tommy Hilfiger,Fashion,Ground,9,269.71,2427.39,20,485.48,5.8,112.63,2054.54,Mobile Pay,No,,Window Shopping,36,Paid,4,No,,No,3890
ORD-2024-02010,3/27/2024,2024,March,3,Wednesday,Weekday,Spring,CUST71110,George Hernandez,18-24,Male,Chicago,IL,Gold,Blue Harbor Center,Bose,Electronics,1st,8,70.46,563.68,0,0,7.38,41.6,605.28,Buy Now Pay Later,No,,Shopping,58,Paid,5,Yes,Defective,No,1406
ORD-2022-02011,12/22/2024,2024,December,12,Sunday,Weekend,Winter,CUST42790,Paul Sanchez,25-34,Female,Dallas,TX,Platinum,Eastgate Mall,Things Remembered,Books & Gifts,1st,10,290.18,2901.8,0,0,6.34,183.97,3085.77,Gift Card,No,,Window Shopping,85,Free,4,No,,No,9954
ORD-2023-02012,9/15/2023,2023,September,9,Friday,Weekday,Fall,CUST97769,Melissa Anderson,25-34,Female,Jacksonville,FL,Gold,Pinnacle Plaza,Bath & Body Works,Beauty,1st,8,452.48,3619.84,5,180.99,9.51,327.03,3765.88,Credit Card,No,,Gift Buying,231,Free,2,No,,No,9675
ORD-2024-02013,3/23/2023,2023,March,3,Thursday,Weekday,Spring,CUST47422,James Hernandez,25-34,Male,New York,NY,Diamond,Southshore Pavilion,MAC Cosmetics,Beauty,Ground,3,322.93,968.79,10,96.88,10.57,92.16,964.07,Debit Card,Yes,PROMO171,Dining,90,Paid,4,No,,No,3877
ORD-2022-02014,1/10/2022,2022,January,1,Monday,Weekday,Winter,CUST59557,Jennifer Johnson,45-54,Male,New York,NY,Diamond,Eastgate Mall,Justice,Kids,3rd,7,437.48,3062.36,10,306.24,9.35,257.7,3013.82,Gift Card,No,,Leisure,55,Paid,5,No,,No,5648
ORD-2023-02015,3/27/2022,2022,March,3,Sunday,Weekend,Spring,CUST40482,Lisa Johnson,25-34,Male,Austin,TX,Platinum,The Royal Galleria,LUSH,Beauty,Ground,9,202.7,1824.3,10,182.43,11.34,186.19,1828.06,Buy Now Pay Later,No,,Entertainment,111,Free,5,No,,Yes,6267
ORD-2024-02016,4/8/2024,2024,April,4,Monday,Weekday,Spring,CUST39220,Donna Rivera,18-24,Male,Austin,TX,Platinum,Blue Harbor Center,Pottery Barn,Home & Living,1st,6,333.08,1998.48,0,0,8.36,167.07,2165.55,Mobile Pay,No,,Gift Buying,219,Paid,5,No,,No,10341
ORD-2022-02017,4/8/2023,2023,April,4,Saturday,Weekend,Spring,CUST79181,Elizabeth Hill,18-24,Female,Los Angeles,CA,Bronze,Summit Crossing,Puma,Sports,1st,11,373.21,4105.31,5,205.27,10.28,400.92,4300.96,Gift Card,Yes,PROMO766,Dining,66,Valet,5,No,,No,19501
ORD-2023-02018,9/24/2023,2023,September,9,Sunday,Weekend,Fall,CUST56602,Richard Hill,35-44,Female,New York,NY,Platinum,Blue Harbor Center,Reebok,Sports,1st,1,326.93,326.93,20,65.39,8.1,21.18,282.72,Mobile Pay,Yes,PROMO428,Window Shopping,129,Paid,5,No,,Yes,1309
ORD-2024-02019,2/25/2024,2024,February,2,Sunday,Weekend,Winter,CUST38478,Donald Wilson,25-34,Female,Columbus,OH,Diamond,Eastgate Mall,Gap,Fashion,1st,2,138.22,276.44,30,82.93,8.3,16.06,209.57,Credit Card,No,,Entertainment,210,Free,5,No,,Yes,263
ORD-2022-02020,11/17/2022,2022,November,11,Thursday,Weekday,Fall,CUST54829,Karen Wright,25-34,Male,San Antonio,TX,Bronze,Pinnacle Plaza,LUSH,Beauty,Ground,9,85.17,766.53,5,38.33,7.53,54.83,783.03,Mobile Pay,Yes,PROMO500,Window Shopping,66,Free,2,No,,Yes,1052
ORD-2023-02021,5/4/2022,2022,May,5,Wednesday,Weekday,Spring,CUST76945,Mark Baker,25-34,Prefer not to say,Philadelphia,PA,Platinum,Blue Harbor Center,Tommy Hilfiger,Fashion,Ground,11,168.38,1852.18,15,277.83,11.45,180.26,1754.61,Debit Card,No,,Window Shopping,148,Free,3,No,,No,2695
ORD-2024-02022,9/6/2022,2022,September,9,Tuesday,Weekday,Fall,CUST45723,Richard Lewis,25-34,Female,Charlotte,NC,Gold,Sunrise Mall,Bath & Body Works,Beauty,2nd,1,390.88,390.88,10,39.09,10.47,36.83,388.62,Mobile Pay,No,,Entertainment,219,Free,5,No,,Yes,1132
ORD-2022-02023,5/31/2023,2023,May,5,Wednesday,Weekday,Spring,CUST86565,Stephanie Martin,25-34,Male,Houston,TX,Gold,Westfield Grand,Crate & Barrel,Home & Living,2nd,9,379.21,3412.89,30,1023.87,6.73,160.78,2549.8,Mobile Pay,No,,Entertainment,173,Free,4,No,,No,11280
ORD-2023-02024,6/11/2023,2023,June,6,Sunday,Weekend,Summer,CUST36330,Paul Rivera,25-34,Female,Philadelphia,PA,Gold,Eastgate Mall,The Body Shop,Beauty,3rd,12,427.8,5133.6,0,0,11.61,596.01,5729.61,Buy Now Pay Later,No,,Leisure,134,Free,4,No,,No,17451
ORD-2024-02025,11/29/2024,2024,November,11,Friday,Weekday,Fall,CUST40584,George King,25-34,Female,Fort Worth,TX,Bronze,Summit Crossing,AMC Theaters,Entertainment,Ground,11,390.23,4292.53,0,0,5.92,254.12,4546.65,Gift Card,Yes,PROMO425,Gift Buying,191,Paid,5,No,,No,9644
ORD-2022-02026,6/16/2023,2023,June,6,Friday,Weekday,Summer,CUST78833,Dorothy Allen,45-54,Male,Jacksonville,FL,Silver,The Royal Galleria,Disney Store,Kids,1st,12,445.49,5345.88,15,801.88,11.7,531.65,5075.65,Buy Now Pay Later,Yes,PROMO960,Gift Buying,26,Paid,4,No,,No,11315
ORD-2023-02027,12/20/2023,2023,December,12,Wednesday,Weekday,Winter,CUST21151,Steven Wright,35-44,Male,Houston,TX,Silver,Lakewood Center,Virtual Reality Zone,Entertainment,Ground,7,65.68,459.76,25,114.94,6.1,21.03,365.85,Buy Now Pay Later,Yes,PROMO859,Window Shopping,69,Free,4,No,,No,395
ORD-2024-02028,6/4/2022,2022,June,6,Saturday,Weekend,Summer,CUST25766,Mark Roberts,25-34,Female,San Antonio,TX,Silver,Eastgate Mall,Barnes & Noble,Books & Gifts,2nd,5,374.63,1873.15,15,280.97,9.32,148.39,1740.57,Gift Card,No,,Gift Buying,200,Free,4,No,,No,5237
ORD-2022-02029,1/7/2023,2023,January,1,Saturday,Weekend,Winter,CUST65523,Carol Scott,25-34,Male,San Antonio,TX,Silver,Lakewood Center,Pizza Hut,Food & Beverage,2nd,11,230.64,2537.04,5,126.85,8.1,195.23,2605.42,Buy Now Pay Later,No,,Entertainment,147,Paid,5,No,,No,4609
ORD-2023-02030,10/26/2024,2024,October,10,Saturday,Weekend,Fall,CUST19198,Charles Carter,65+,Female,Houston,TX,Bronze,Southshore Pavilion,Zara,Fashion,Food Court,8,123.39,987.12,5,49.36,5.9,55.33,993.09,Cash,No,,Window Shopping,228,Free,5,No,,No,4399
ORD-2024-02031,11/14/2023,2023,November,11,Tuesday,Weekday,Fall,CUST69106,Joshua Smith,25-34,Female,Fort Worth,TX,Platinum,Sunrise Mall,LG Studio,Electronics,1st,7,230.82,1615.74,15,242.36,11.83,162.47,1535.85,Gift Card,No,,Dining,226,Paid,5,No,,No,4936
ORD-2022-02032,11/27/2022,2022,November,11,Sunday,Weekend,Fall,CUST42089,Joseph White,35-44,Female,Columbus,OH,Bronze,Westfield Grand,Crate & Barrel,Home & Living,2nd,12,374.94,4499.28,30,1349.78,10.71,337.31,3486.81,Credit Card,No,,Shopping,40,Paid,3,No,,No,7562
ORD-2023-02033,7/8/2024,2024,July,7,Monday,Weekday,Summer,CUST10244,George Walker,55-64,Female,Los Angeles,CA,Silver,Pinnacle Plaza,AMC Theaters,Entertainment,3rd,9,330.68,2976.12,0,0,8.86,263.68,3239.8,Debit Card,Yes,PROMO413,Shopping,32,Paid,5,No,,No,13420
ORD-2024-02034,11/21/2024,2024,November,11,Thursday,Weekday,Fall,CUST92930,Jessica Clark,25-34,Male,San Antonio,TX,Platinum,Northpark Mall,Under Armour,Sports,1st,5,491.57,2457.85,5,122.89,7.17,167.42,2502.38,Gift Card,No,,Gift Buying,239,Free,3,No,,Yes,6991
ORD-2022-02035,2/25/2022,2022,February,2,Friday,Weekday,Winter,CUST29244,Emily Jackson,25-34,Female,Chicago,IL,Gold,The Royal Galleria,Pandora,Jewelry,2nd,3,379.39,1138.17,0,0,10.81,123.04,1261.21,Cash,No,,Window Shopping,82,Free,5,No,,No,3992
ORD-2023-02036,3/1/2023,2023,March,3,Wednesday,Weekday,Spring,CUST28140,Linda Miller,45-54,Prefer not to say,Columbus,OH,Diamond,Blue Harbor Center,The Children's Place,Kids,Ground,4,258.24,1032.96,15,154.94,9.31,81.74,959.76,Debit Card,No,,Gift Buying,208,Free,5,No,,Yes,3518
ORD-2024-02037,12/17/2023,2023,December,12,Sunday,Weekend,Winter,CUST17983,Dorothy Scott,45-54,Male,Los Angeles,CA,Gold,Eastgate Mall,The Body Shop,Beauty,Ground,7,258.86,1812.02,30,543.61,5.27,66.85,1335.26,Buy Now Pay Later,No,,Shopping,16,Free,5,No,,No,5628
ORD-2022-02038,7/16/2023,2023,July,7,Sunday,Weekend,Summer,CUST44339,Matthew Young,45-54,Male,New York,NY,Bronze,Eastgate Mall,Adidas,Sports,3rd,2,369.01,738.02,0,0,11.37,83.91,821.93,Cash,No,,Entertainment,162,Paid,4,No,,No,2380
ORD-2023-02039,2/16/2024,2024,February,2,Friday,Weekday,Winter,CUST59712,John Thomas,18-24,Female,Columbus,OH,Bronze,Southshore Pavilion,Barnes & Noble,Books & Gifts,Ground,8,323.5,2588,5,129.4,9.9,243.4,2702,Debit Card,No,,Shopping,230,Paid,5,No,,No,8862
ORD-2024-02040,6/2/2022,2022,June,6,Thursday,Weekday,Summer,CUST54607,Ronald Garcia,18-24,Female,Los Angeles,CA,Platinum,Westfield Grand,Zales,Jewelry,2nd,11,112.26,1234.86,15,185.23,5.13,53.85,1103.48,Mobile Pay,No,,Entertainment,68,Free,4,No,,Yes,2019
ORD-2022-02041,4/27/2024,2024,April,4,Saturday,Weekend,Spring,CUST92668,Lisa Gonzalez,65+,Male,Houston,TX,Diamond,Summit Crossing,H&M,Fashion,2nd,1,182.61,182.61,0,0,10.4,18.99,201.6,Mobile Pay,No,,Leisure,59,Paid,5,No,,No,756
ORD-2023-02042,9/8/2023,2023,September,9,Friday,Weekday,Fall,CUST82268,Mark Moore,65+,Male,Phoenix,AZ,Platinum,Westfield Grand,Spencer's,Books & Gifts,1st,6,164.74,988.44,30,296.53,5.68,39.3,731.21,Mobile Pay,Yes,PROMO440,Gift Buying,202,Paid,3,No,,No,3050
ORD-2024-02043,6/14/2022,2022,June,6,Tuesday,Weekday,Summer,CUST92151,Kenneth Miller,45-54,Female,Houston,TX,Bronze,Summit Crossing,Hallmark,Books & Gifts,1st,9,323.75,2913.75,10,291.38,9.86,258.57,2880.94,Mobile Pay,No,,Window Shopping,127,Free,5,No,,No,12473
ORD-2022-02044,2/15/2024,2024,February,2,Thursday,Weekday,Winter,CUST44134,Richard Hill,45-54,Female,Jacksonville,FL,Bronze,The Royal Galleria,Disney Store,Kids,3rd,1,21.19,21.19,20,4.24,9.74,1.65,18.6,Gift Card,No,,Gift Buying,51,Free,4,No,,No,63
ORD-2023-02045,1/28/2023,2023,January,1,Saturday,Weekend,Winter,CUST20819,Steven Wilson,65+,Female,San Diego,CA,Bronze,Pinnacle Plaza,AMC Theaters,Entertainment,Ground,6,483.75,2902.5,20,580.5,7.87,182.74,2504.74,Buy Now Pay Later,Yes,PROMO358,Leisure,93,Valet,4,No,,No,4396
ORD-2024-02046,12/16/2023,2023,December,12,Saturday,Weekend,Winter,CUST19423,Patricia Mitchell,18-24,Male,Philadelphia,PA,Gold,Westfield Grand,Microsoft Store,Electronics,3rd,4,356.66,1426.64,15,214,5.52,66.94,1279.58,Credit Card,No,,Shopping,24,Free,5,No,,No,6221
ORD-2022-02047,5/29/2023,2023,May,5,Monday,Weekday,Spring,CUST47279,Edward Nguyen,45-54,Female,Columbus,OH,Gold,Westfield Grand,Disney Store,Kids,2nd,3,162.57,487.71,25,121.93,9.9,36.21,401.99,Mobile Pay,Yes,PROMO203,Dining,97,Paid,5,No,,No,1515
ORD-2023-02048,7/1/2024,2024,July,7,Monday,Weekday,Summer,CUST26934,Richard Nelson,25-34,Female,San Jose,CA,Bronze,Westfield Grand,H&M,Fashion,Ground,3,296.46,889.38,0,0,10.64,94.63,984.01,Credit Card,No,,Shopping,39,Paid,5,No,,Yes,2582
ORD-2024-02049,4/22/2024,2024,April,4,Monday,Weekday,Spring,CUST83869,Mark Rivera,25-34,Prefer not to say,San Antonio,TX,Bronze,Sunrise Mall,Best Buy,Electronics,3rd,2,458.85,917.7,20,183.54,5.42,39.79,773.95,Credit Card,No,,Shopping,57,Free,5,No,,Yes,1818
ORD-2022-02050,8/9/2024,2024,August,8,Friday,Weekday,Summer,CUST35186,Edward Adams,55-64,Female,Dallas,TX,Silver,Pinnacle Plaza,Adidas,Sports,Ground,5,54.22,271.1,0,0,6.97,18.9,290,Debit Card,Yes,PROMO717,Dining,220,Free,4,No,,No,1071
ORD-2023-02051,1/28/2022,2022,January,1,Friday,Weekday,Winter,CUST45432,Michelle Carter,55-64,Female,New York,NY,Bronze,Summit Crossing,Bed Bath & Beyond,Home & Living,Ground,11,39,429,10,42.9,7.78,30.04,416.14,Cash,No,,Window Shopping,140,Valet,3,Yes,,No,500
ORD-2024-02052,12/18/2023,2023,December,12,Monday,Weekday,Winter,CUST58906,Deborah Garcia,25-34,Female,Jacksonville,FL,Silver,Northpark Mall,Virtual Reality Zone,Entertainment,Ground,2,278.15,556.3,10,55.63,10.03,50.22,550.89,Cash,No,,Dining,174,Free,4,No,,Yes,1224
ORD-2022-02053,12/18/2022,2022,December,12,Sunday,Weekend,Winter,CUST19970,Barbara Flores,25-34,Male,New York,NY,Gold,Blue Harbor Center,Barnes & Noble,Books & Gifts,3rd,8,494.55,3956.4,5,197.82,10.42,391.64,4150.22,Buy Now Pay Later,No,,Leisure,77,Free,5,No,,No,20544
